"first_word","second_word","Freq"
"kid","likes",2
"kid","needs",2
"kid","next",2
"kid","or",2
"kid","rock",2
"kid","so",2
"kid","stuff",2
"kid","wants",2
"kid","when",2
"kid","you",2
"kidding","about",2
"kidding","and",2
"kiddos","have",2
"kidnapped","by",2
"kidney","disease",2
"kids","aren't",2
"kids","around",2
"kids","as",2
"kids","bought",2
"kids","can't",2
"kids","celebrate",2
"kids","down",2
"kids","enjoying",2
"kids","go",2
"kids","going",2
"kids","having",2
"kids","he",2
"kids","into",2
"kids","killing",2
"kids","let",2
"kids","look",2
"kids","loved",2
"kids","made",2
"kids","more",2
"kids","now",2
"kids","play",2
"kids","right",2
"kids","run",2
"kids","talk",2
"kids","the",2
"kids","these",2
"kids","they",2
"kids","this",2
"kids","through",2
"kids","too",2
"kids","try",2
"kids","up",2
"kids","want",2
"kids","was",2
"kids","wearing",2
"kids","weren't",2
"kids","when",2
"kids","you",2
"kill","all",2
"kill","and",2
"kill","each",2
"kill","him",2
"kill","his",2
"kill","if",2
"kill","my",2
"kill","off",2
"kill","that",2
"kill","this",2
"kill","two",2
"kill","u",2
"killed","an",2
"killed","at",2
"killed","myself",2
"killed","off",2
"killed","one",2
"killed","when",2
"killed","with",2
"killer","for",2
"killer","has",2
"killer","on",2
"killer","show",2
"killers","like",2
"killin","it",2
"killing","and",2
"killing","by",2
"killing","each",2
"killing","him",2
"killing","my",2
"killing","themselves",2
"killing","this",2
"killing","us",2
"killing","you",2
"killing","your",2
"killing","zombies",2
"killings","and",2
"kills","his",2
"kills","the",2
"kilos","of",2
"kim","i",2
"kimberton","whole",2
"kind","acts",2
"kind","for",2
"kind","have",2
"kind","man",2
"kinda","do",2
"kinda","guy",2
"kinda","hate",2
"kinda","just",2
"kinda","looks",2
"kinda","love",2
"kinda","mad",2
"kinda","my",2
"kinda","need",2
"kinda","new",2
"kinda","pissed",2
"kinda","want",2
"kindergarten","and",2
"kindle","book",2
"kindle","books",2
"kindle","edition",2
"kindle","for",2
"kindle","is",2
"kindly","allowed",2
"kindly","donated",2
"kindly","given",2
"kindly","owner",2
"kindness","does",2
"kindness","that",2
"kindness","to",2
"king's","men",2
"king","david",2
"king","ethelred",2
"king","henry",2
"king","in",2
"king","james",2
"king","johns",2
"king","or",2
"king","over",2
"king","said",2
"king","sized",2
"king","to",2
"king","who",2
"kingdom","and",2
"kingdom","that",2
"kings","but",2
"kink","ador",2
"kirk","and",2
"kirk","cameron",2
"kirsten","dunst",2
"kiss","for",2
"kiss","her",2
"kiss","of",2
"kiss","someone",2
"kiss","that",2
"kiss","the",2
"kiss","your",2
"kissed","her",2
"kissed","him",2
"kissed","me",2
"kissed","my",2
"kissed","the",2
"kissed","your",2
"kisses","and",2
"kissing","her",2
"kit","along",2
"kit","beat",2
"kit","from",2
"kit","has",2
"kit","out",2
"kitchen","after",2
"kitchen","for",2
"kitchen","garden",2
"kitchen","had",2
"kitchen","now",2
"kitchen","window",2
"kitchen","with",2
"kitchen","would",2
"kith","and",2
"kits","are",2
"kittens","and",2
"kittens","are",2
"kittie","is",2
"kitties","and",2
"kitty","is",2
"kitty","tube",2
"klout","believes",2
"kneeling","at",2
"knees","are",2
"knees","of",2
"knees","on",2
"knew","and",2
"knew","as",2
"knew","better",2
"knew","every",2
"knew","everyone",2
"knew","going",2
"knew","if",2
"knew","in",2
"knew","me",2
"knew","more",2
"knew","nothing",2
"knew","one",2
"knew","only",2
"knew","that's",2
"knew","them",2
"knew","those",2
"knew","would",2
"knicks","fans",2
"knicks","game",2
"knicks","on",2
"knife","of",2
"knife","was",2
"knight","rises",2
"knit","community",2
"knit","something",2
"knitted","in",2
"knitted","or",2
"knitting","as",2
"knitting","this",2
"knives","are",2
"kno","but",2
"kno","it",2
"kno","they",2
"knock","and",2
"knock","at",2
"knock","down",2
"knock","him",2
"knock","life",2
"knock","them",2
"knocked","me",2
"knocked","up",2
"knocking","back",2
"knocks","it",2
"knocks","on",2
"knot","in",2
"know","'s",2
"know","abt",2
"know","alex",2
"know","another",2
"know","being",2
"know","black",2
"know","bout",2
"know","do",2
"know","first",2
"know","god's",2
"know","had",2
"know","has",2
"know","ill",2
"know","know",2
"know","lots",2
"know","maybe",2
"know","mcquade",2
"know","others",2
"know","she'll",2
"know","someday",2
"know","students",2
"know","take",2
"know","than",2
"know","then",2
"know","they've",2
"know","through",2
"know","tomorrow",2
"know","until",2
"know","us",2
"know","very",2
"know","via",2
"know","wat",2
"know","we'll",2
"know","without",2
"know","y'all",2
"know","ya",2
"know","yet",2
"know","young",2
"know","yourself",2
"knowing","exactly",2
"knowing","full",2
"knowing","him",2
"knowing","i'm",2
"knowing","more",2
"knowing","my",2
"knowing","some",2
"knowing","their",2
"knowing","there",2
"knowing","we",2
"knowing","what's",2
"knowing","who",2
"knowledge","cloud",2
"knowledge","for",2
"knowledge","on",2
"knowledge","right",2
"knowledgeable","about",2
"known","at",2
"known","him",2
"known","is",2
"known","people",2
"known","since",2
"known","them",2
"known","there",2
"known","this",2
"known","you",2
"knows","about",2
"knows","better",2
"knows","beyond",2
"knows","but",2
"knows","everyone",2
"knows","he's",2
"knows","his",2
"knows","maybe",2
"knows","more",2
"knows","no",2
"knows","nothing",2
"knows","of",2
"knows","one",2
"knows","so",2
"knows","some",2
"knows","there's",2
"knows","too",2
"knows","we",2
"knows","with",2
"knuckle","punch",2
"knw","if",2
"koala","is",2
"kobe's","face",2
"kobe","and",2
"kobe","in",2
"kobe","isn't",2
"kobe","makes",2
"kohen","would",2
"kohl","center",2
"kohl","rabi",2
"kombucha","is",2
"kong","and",2
"kong","was",2
"kony","and",2
"korea","in",2
"kraft","card",2
"kraft","resist",2
"kris","allen",2
"kris","jenner",2
"kris","russell",2
"krispy","treat",2
"kroger","gift",2
"krv","memorial",2
"kudos","on",2
"kurtel","will",2
"kvoa","tucson",2
"kwanzaa","is",2
"ky","to",2
"kyle","kuric",2
"kyle","van",2
"kyle","was",2
"kyrie","irving",2
"l'll","see",2
"l","by",2
"l","has",2
"la","business",2
"la","but",2
"la","casa",2
"la","fitness",2
"la","frou",2
"la","guardia",2
"la","has",2
"la","in",2
"la","kings",2
"la","law",2
"la","now",2
"la","people",2
"la","renta",2
"la","tonight",2
"la","we",2
"lab","beers",2
"lab","has",2
"lab","with",2
"labelled","the",2
"labels","to",2
"labor","and",2
"labor","for",2
"labor","force",2
"labor","is",2
"labor","law",2
"labor","movement",2
"labor","relations",2
"labor","statistics",2
"laboratory","experiments",2
"labour","council",2
"labour","is",2
"labour","market",2
"labour","should",2
"labs","are",2
"lace","that",2
"lack","thereof",2
"lacks","some",2
"lad","who",2
"ladies","can",2
"ladies","for",2
"ladies","free",2
"ladies","night",2
"ladies","out",2
"ladies","that",2
"ladies","to",2
"ladies","were",2
"ladies","would",2
"lady","after",2
"lady","asked",2
"lady","by",2
"lady","doing",2
"lady","from",2
"lady","gave",2
"lady","got",2
"lady","had",2
"lady","has",2
"lady","i",2
"lady","owner",2
"lady","sitting",2
"lady","took",2
"lady","working",2
"laffy","taffy",2
"lag","and",2
"lager","is",2
"lager","yeast",2
"lagerfeld","has",2
"lagging","behind",2
"laid","him",2
"laid","off",2
"laid","the",2
"laid","there",2
"laid","to",2
"lake","of",2
"lake","with",2
"laker","fan",2
"laker","game",2
"lakers","fan",2
"lakers","lost",2
"lakers","really",2
"lakers","win",2
"lakers","won",2
"lakes","are",2
"lamb","is",2
"lambeau","field",2
"lambert's","new",2
"lame","as",2
"lame","duck",2
"lament","for",2
"lamented","that",2
"laminated","fabric",2
"lamp","in",2
"lampoon","the",2
"lancaster","and",2
"lance","sweepstakes",2
"land","an",2
"land","at",2
"land","because",2
"land","by",2
"land","does",2
"land","or",2
"land","rover",2
"land","she",2
"land","they",2
"land","where",2
"land","will",2
"land","with",2
"lande","then",2
"landed","and",2
"landed","flat",2
"landing","a",2
"landing","some",2
"landmark","in",2
"lands'","end",2
"landscape","in",2
"lane","for",2
"lane","hotel",2
"lane","is",2
"lanes","on",2
"lang","lang",2
"language","cards",2
"language","from",2
"language","has",2
"language","skills",2
"language","they",2
"language","which",2
"languages","of",2
"lao","tzu",2
"lap","dog",2
"laps","of",2
"laptop","at",2
"laptop","for",2
"laptop","has",2
"large","by",2
"large","cans",2
"large","cities",2
"large","city",2
"large","collection",2
"large","dutch",2
"large","flowers",2
"large","focus",2
"large","green",2
"large","heavy",2
"large","in",2
"large","jars",2
"large","mixing",2
"large","sheets",2
"large","swath",2
"large","white",2
"largely","a",2
"largely","for",2
"largely","in",2
"largely","owned",2
"largely","responsible",2
"largely","the",2
"larger","issue",2
"largest","and",2
"largest","country",2
"largest","of",2
"lark","rise",2
"las","medialunas",2
"laser","surgery",2
"lash","out",2
"lashes","are",2
"lashes","in",2
"last","about",2
"last","act",2
"last","air",2
"last","almost",2
"last","bastion",2
"last","blog",2
"last","bowl",2
"last","card",2
"last","challenge",2
"last","corner",2
"last","didnt",2
"last","dragon",2
"last","even",2
"last","exam",2
"last","film",2
"last","forty",2
"last","free",2
"last","friday's",2
"last","guy",2
"last","holiday",2
"last","hurrah",2
"last","line",2
"last","link",2
"last","man",2
"last","may",2
"last","me",2
"last","member",2
"last","movie",2
"last","note",2
"last","paragraph",2
"last","presentation",2
"last","public",2
"last","question",2
"last","quite",2
"last","regular",2
"last","remaining",2
"last","resort",2
"last","round",2
"last","semester",2
"last","september",2
"last","shot",2
"last","so",2
"last","stages",2
"last","stop",2
"last","story",2
"last","that",2
"last","until",2
"last","winter",2
"last","yr",2
"lasted","almost",2
"lasted","for",2
"lastest","im",2
"lasting","and",2
"lasting","but",2
"lasting","impact",2
"lasting","impression",2
"lastly","the",2
"lastly","we",2
"lasts","for",2
"lasts","forever",2
"lasvegas","is",2
"latches","on",2
"late","a",2
"late","april",2
"late","blight",2
"late","bloomer",2
"late","dinner",2
"late","does",2
"late","enough",2
"late","harvest",2
"late","here",2
"late","i",2
"late","may",2
"late","nights",2
"late","nite",2
"late","now",2
"late","payment",2
"late","reply",2
"late","response",2
"late","roman",2
"late","saturday",2
"late","seventies",2
"late","start",2
"late","summer",2
"late","sunday",2
"late","wife",2
"lately","about",2
"lately","but",2
"lately","in",2
"lately","it's",2
"lately","more",2
"lately","there",2
"lately","with",2
"lateness","of",2
"later","about",2
"later","did",2
"later","followed",2
"later","for",2
"later","go",2
"later","he's",2
"later","i've",2
"later","said",2
"later","we're",2
"later","went",2
"later","years",2
"later","you",2
"latest","album",2
"latest","attempt",2
"latest","cricket",2
"latest","details",2
"latest","episode",2
"latest","findings",2
"latest","generation",2
"latest","local",2
"latest","novel",2
"latest","pics",2
"latest","technology",2
"latest","trend",2
"latest","venture",2
"latest","version",2
"latin","and",2
"latin","jazz",2
"latin","music",2
"latin","word",2
"latino","and",2
"latte","and",2
"latte","is",2
"latte","with",2
"latter","a",2
"latter","group",2
"latter","half",2
"latter","part",2
"latter","story",2
"laugh","all",2
"laugh","because",2
"laugh","every",2
"laugh","hysterically",2
"laugh","in",2
"laugh","it",2
"laugh","like",2
"laugh","on",2
"laugh","that",2
"laughed","as",2
"laughed","but",2
"laughed","my",2
"laughed","off",2
"laughed","through",2
"laughing","about",2
"laughing","as",2
"laughing","for",2
"laughing","hysterically",2
"laughing","out",2
"laughing","with",2
"laughs","and",2
"laughs","out",2
"laughter","with",2
"launch","as",2
"launch","date",2
"launch","in",2
"launch","its",2
"launched","an",2
"launched","from",2
"launches","in",2
"launches","the",2
"launching","an",2
"launching","into",2
"launching","my",2
"launching","our",2
"launching","the",2
"launching","today",2
"laundry","for",2
"laundry","list",2
"laundry","on",2
"laundry","room",2
"laundry","soap",2
"laundry","to",2
"laundry","was",2
"laura","and",2
"laura","is",2
"laura","of",2
"laureate","and",2
"lauren","hill",2
"lauren","is",2
"laurie","and",2
"law","admissions",2
"law","allows",2
"law","at",2
"law","by",2
"law","had",2
"law","if",2
"law","just",2
"law","making",2
"law","must",2
"law","or",2
"law","practice",2
"law","took",2
"law","were",2
"lawd","i",2
"lawn","chair",2
"lawn","mower",2
"lawrence","was",2
"laws","and",2
"laws","in",2
"laws","were",2
"laws","which",2
"lawson","has",2
"lawson","is",2
"lawyer","who",2
"lawyers","for",2
"lawyers","have",2
"lawyers","in",2
"lawyers","try",2
"lax","about",2
"lax","in",2
"lax","on",2
"lay","also",2
"lay","back",2
"lay","low",2
"lay","me",2
"lay","people",2
"lay","reader",2
"lay","still",2
"lay","there",2
"lay","with",2
"layer","and",2
"layer","was",2
"layered","some",2
"layered","with",2
"layout","by",2
"layout","to",2
"layouts","i",2
"lays","down",2
"lazy","about",2
"lazy","as",2
"lazy","i",2
"lazy","saturday",2
"lbs","heavier",2
"lbs","per",2
"lcd","tv",2
"lcps","board",2
"ldl","levels",2
"lds","church",2
"le","fp",2
"le","manoir",2
"le","pen",2
"lead","are",2
"lead","author",2
"lead","for",2
"lead","him",2
"lead","is",2
"lead","people",2
"lead","such",2
"lead","system",2
"lead","worship",2
"leader","danny",2
"leader","has",2
"leader","inspires",2
"leader","leads",2
"leader","on",2
"leader","said",2
"leader","the",2
"leader","will",2
"leaderboard","yet",2
"leaders","must",2
"leaders","should",2
"leadership","conference",2
"leadership","development",2
"leadership","skills",2
"leadership","team",2
"leadership","was",2
"leading","from",2
"leading","lights",2
"leading","scorer",2
"leading","us",2
"leads","by",2
"leads","her",2
"leads","in",2
"leads","off",2
"leads","one",2
"leads","u",2
"leads","you",2
"leafy","tops",2
"league","cup",2
"league","has",2
"league","or",2
"league","team",2
"leaked","and",2
"leaks","and",2
"leaks","from",2
"leaks","in",2
"lean","back",2
"lean","into",2
"lean","over",2
"leaned","back",2
"leaned","down",2
"leaned","more",2
"leaning","more",2
"leans","towards",2
"leap","in",2
"leaping","and",2
"leaps","and",2
"learn","after",2
"learn","anything",2
"learn","at",2
"learn","bodybuilding",2
"learn","everything",2
"learn","it",2
"learn","just",2
"learn","she",2
"learn","their",2
"learn","through",2
"learn","too",2
"learn","was",2
"learn","with",2
"learn","without",2
"learned","and",2
"learned","early",2
"learned","everything",2
"learned","i'm",2
"learned","long",2
"learned","most",2
"learned","not",2
"learned","she",2
"learned","through",2
"learned","why",2
"learners","to",2
"learning","everything",2
"learning","for",2
"learning","lead",2
"learning","not",2
"learning","process",2
"learning","support",2
"learning","these",2
"learning","tons",2
"learning","us",2
"learning","who",2
"learns","what",2
"learnt","and",2
"learnt","from",2
"learnt","the",2
"learnt","to",2
"lease","the",2
"leash","in",2
"leasing","the",2
"least","an",2
"least","at",2
"least","bit",2
"least","by",2
"least","do",2
"least","effective",2
"least","eight",2
"least","expect",2
"least","expected",2
"least","had",2
"least","he's",2
"least","here",2
"least","interesting",2
"least","just",2
"least","know",2
"least","like",2
"least","live",2
"least","no",2
"least","part",2
"least","read",2
"least","should",2
"least","something",2
"least","ten",2
"least","these",2
"least","this",2
"least","those",2
"least","til",2
"least","wear",2
"least","when",2
"least","you'll",2
"leather","jacket",2
"leave","anyone",2
"leave","as",2
"leave","at",2
"leave","but",2
"leave","by",2
"leave","early",2
"leave","fields",2
"leave","off",2
"leave","or",2
"leave","red",2
"leave","school",2
"leave","sunday",2
"leave","tomorrow",2
"leave","twitter",2
"leave","without",2
"leaves","everyone",2
"leaves","his",2
"leaves","in",2
"leaves","more",2
"leaves","on",2
"leaves","out",2
"leaves","to",2
"leaving","aside",2
"leaving","him",2
"leaving","i",2
"leaving","more",2
"leaving","no",2
"leaving","out",2
"leaving","town",2
"lebron","a",2
"lebron","fan",2
"lebron","haters",2
"lebron","should",2
"lebron","will",2
"lecithin","in",2
"lectured","on",2
"lectures","and",2
"led","fiction",2
"led","his",2
"led","my",2
"led","on",2
"led","unc",2
"led","you",2
"ledge","on",2
"lee","has",2
"lee","is",2
"lee","smith",2
"lee","will",2
"leeds","university",2
"leeks","and",2
"left","alone",2
"left","an",2
"left","back",2
"left","because",2
"left","calf",2
"left","cheek",2
"left","during",2
"left","eye",2
"left","himself",2
"left","hip",2
"left","i'm",2
"left","if",2
"left","just",2
"left","kansas",2
"left","late",2
"left","left",2
"left","leg",2
"left","like",2
"left","much",2
"left","new",2
"left","not",2
"left","off",2
"left","onto",2
"left","plenty",2
"left","quite",2
"left","right",2
"left","said",2
"left","shows",2
"left","so",2
"left","tackle",2
"left","this",2
"left","up",2
"left","who",2
"left","would",2
"leftovers","and",2
"leftovers","from",2
"leg","antique",2
"leg","do",2
"leg","in",2
"leg","injury",2
"leg","is",2
"leg","pants",2
"leg","to",2
"leg","up",2
"leg","was",2
"legacy","to",2
"legal","action",2
"legal","aid",2
"legal","basis",2
"legal","documents",2
"legal","executive",2
"legal","fees",2
"legal","fiction",2
"legal","for",2
"legal","issues",2
"legal","profession",2
"legal","right",2
"legal","studies",2
"legal","systems",2
"legal","team",2
"legend","has",2
"legendary","race",2
"leggings","are",2
"legislation","was",2
"legislators","are",2
"legislature","and",2
"legislature","to",2
"legitimacy","is",2
"legitimate","reason",2
"legs","all",2
"legs","arent",2
"legs","out",2
"leif","garrett",2
"leigh","and",2
"leisure","and",2
"lemme","get",2
"lemon","dill",2
"lemon","tree",2
"lemons","in",2
"lend","a",2
"lendafreehand","to",2
"lends","a",2
"length","about",2
"length","for",2
"length","novel",2
"length","to",2
"lengths","of",2
"lenin","himself",2
"lenny","kravitz",2
"lens","and",2
"lens","is",2
"lens","of",2
"lenses","and",2
"lent","me",2
"leo's","are",2
"leo","is",2
"leslie","has",2
"less","a",2
"less","able",2
"less","accurate",2
"less","active",2
"less","complicated",2
"less","concerned",2
"less","creepy",2
"less","critical",2
"less","damage",2
"less","difficult",2
"less","effective",2
"less","exercise",2
"less","expensive",2
"less","fortunate",2
"less","frequent",2
"less","government",2
"less","how",2
"less","out",2
"less","painful",2
"less","paper",2
"less","people",2
"less","severe",2
"less","sleep",2
"less","then",2
"less","this",2
"less","work",2
"lessen","your",2
"lesser","extent",2
"lesser","known",2
"lesson","and",2
"lesson","by",2
"lesson","had",2
"lesson","of",2
"lesson","was",2
"lesson","we",2
"lessons","are",2
"lessons","i",2
"lessons","of",2
"lessons","we",2
"lessons","which",2
"lest","one",2
"lester","chambers",2
"let's","call",2
"let's","capture",2
"let's","drink",2
"let's","end",2
"let's","hang",2
"let's","hear",2
"let's","party",2
"let's","pretend",2
"let's","remember",2
"let's","send",2
"let's","support",2
"let's","trend",2
"let's","win",2
"let's","you",2
"let","'em",2
"let","and",2
"let","each",2
"let","facts",2
"let","in",2
"let","just",2
"let","mine",2
"let","money",2
"let","more",2
"let","mr",2
"let","ppl",2
"let","some",2
"let","something",2
"let","stand",2
"let","stress",2
"let","then",2
"lethal","injection",2
"lets","celebrate",2
"lets","do",2
"lets","give",2
"lets","hang",2
"lets","have",2
"lets","it",2
"lets","start",2
"lets","talk",2
"lets","the",2
"letter","also",2
"letter","appeared",2
"letter","button",2
"letter","finds",2
"letter","with",2
"letter","word",2
"lettering","on",2
"letters","across",2
"letters","from",2
"letters","is",2
"letters","were",2
"letting","a",2
"letting","all",2
"letting","god",2
"letting","one",2
"letting","others",2
"letting","out",2
"letting","people",2
"letting","someone",2
"letting","this",2
"letting","u",2
"letting","your",2
"lettuce","from",2
"level","at",2
"level","by",2
"level","headed",2
"level","i",2
"level","in",2
"level","since",2
"level","this",2
"level","was",2
"level","we",2
"leveling","out",2
"levels","should",2
"levels","taken",2
"levels","that",2
"leverage","the",2
"leveraging","the",2
"levon","helm",2
"lewis","and",2
"lewis","had",2
"lewis","is",2
"lewis","said",2
"lewisham","and",2
"lex","and",2
"lgbt","community",2
"li","and",2
"liability","in",2
"liaising","with",2
"liam","payne",2
"liar","and",2
"liar","liar",2
"liberal","democracy",2
"liberal","democrat",2
"liberals","are",2
"liberals","hang",2
"liberates","the",2
"liberation","of",2
"liberties","are",2
"librarian","and",2
"librarian","in",2
"librarian","was",2
"librarians","at",2
"librarians","have",2
"librarians","love",2
"librarians","to",2
"libraries","in",2
"libraries","will",2
"library","card",2
"library","or",2
"library","services",2
"library","staff",2
"library","time",2
"library","tomorrow",2
"library","was",2
"library","week",2
"library","workers",2
"lice","and",2
"licence","agreement",2
"licence","for",2
"licence","from",2
"license","agreement",2
"license","for",2
"licensed","process",2
"lick","and",2
"lick","my",2
"licked","her",2
"licking","his",2
"lid","back",2
"lid","of",2
"lids","in",2
"lie","becomes",2
"lie","is",2
"lie","like",2
"lie","more",2
"lie","no",2
"lie","there",2
"lie","with",2
"liefde","wen",2
"lies","i",2
"lies","on",2
"lies","that",2
"lieutenant","colonel",2
"life's","challenges",2
"life","always",2
"life","apart",2
"life","away",2
"life","begins",2
"life","being",2
"life","besides",2
"life","changed",2
"life","changes",2
"life","come",2
"life","crisis",2
"life","difficult",2
"life","do",2
"life","does",2
"life","ends",2
"life","episode",2
"life","even",2
"life","feels",2
"life","fieldhouse",2
"life","filled",2
"life","full",2
"life","goes",2
"life","he",2
"life","here",2
"life","hits",2
"life","i'm",2
"life","i've",2
"life","if",2
"life","inside",2
"life","issues",2
"life","it",2
"life","keeps",2
"life","left",2
"life","lessons",2
"life","makes",2
"life","might",2
"life","my",2
"life","only",2
"life","open",2
"life","outside",2
"life","over",2
"life","pass",2
"life","pretty",2
"life","puttin",2
"life","really",2
"life","sentence",2
"life","shorties",2
"life","skills",2
"life","span",2
"life","stands",2
"life","suddenly",2
"life","then",2
"life","throws",2
"life","u",2
"life","waiting",2
"life","went",2
"life","worth",2
"lifeline","has",2
"lifelong","battle",2
"lifelong","fan",2
"lifestyle","in",2
"lifetime","achievement",2
"lifetime","with",2
"lift","his",2
"lift","it",2
"lift","my",2
"lift","off",2
"lift","that",2
"lift","you",2
"lift","your",2
"lifted","it",2
"lifting","and",2
"lifting","her",2
"lifting","up",2
"lifts","me",2
"light","all",2
"light","but",2
"light","camera",2
"light","caramel",2
"light","danced",2
"light","drizzle",2
"light","enough",2
"light","filtering",2
"light","hand",2
"light","hearted",2
"light","i",2
"light","into",2
"light","jacket",2
"light","my",2
"light","off",2
"light","pink",2
"light","rail",2
"light","saber",2
"light","shining",2
"light","show",2
"light","since",2
"light","skin",2
"light","skinned",2
"light","will",2
"light","work",2
"lightemitting","diode",2
"lightened","my",2
"lighter","in",2
"lighter","than",2
"lighter","when",2
"lighting","conditions",2
"lighting","up",2
"lightly","with",2
"lightning","bolts",2
"lights","to",2
"lights","up",2
"lights","went",2
"lights","would",2
"like","'the",2
"like","alex",2
"like","am",2
"like","american",2
"like","ants",2
"like","atmosphere",2
"like","august",2
"like","babies",2
"like","baby",2
"like","bacon",2
"like","bad",2
"like","band",2
"like","belle",2
"like","billy",2
"like","bob",2
"like","brazil",2
"like","building",2
"like","cake",2
"like","car",2
"like","changing",2
"like","cheerios",2
"like","chicken",2
"like","christ",2
"like","cigarette",2
"like","coffee",2
"like","college",2
"like","crawling",2
"like","cream",2
"like","creatures",2
"like","daaaaaat",2
"like","daffodils",2
"like","dancing",2
"like","dat",2
"like","dead",2
"like","death",2
"like","dirt",2
"like","dogs",2
"like","don",2
"like","dressing",2
"like","dwayne",2
"like","each",2
"like","everybody",2
"like","everyone's",2
"like","evil",2
"like","evolution",2
"like","fat",2
"like","few",2
"like","fireworks",2
"like","flowers",2
"like","football",2
"like","forever",2
"like","friends",2
"like","fucking",2
"like","get",2
"like","girl",2
"like","go",2
"like","gordon",2
"like","guys",2
"like","hearing",2
"like","highschool",2
"like","himself",2
"like","homosexuality",2
"like","hours",2
"like","id",2
"like","ima",2
"like","it'd",2
"like","james",2
"like","jordan",2
"like","kobe",2
"like","la",2
"like","leaving",2
"like","letting",2
"like","louis",2
"like","machines",2
"like","maggie",2
"like","michael",2
"like","mobile",2
"like","moments",2
"like","nascar",2
"like","never",2
"like","nobody",2
"like","north",2
"like","oh",2
"like","older",2
"like","onions",2
"like","only",2
"like","peanut",2
"like","perfect",2
"like","pictures",2
"like","pretty",2
"like","pulling",2
"like","punching",2
"like","put",2
"like","quality",2
"like","r",2
"like","rain",2
"like","reality",2
"like","regular",2
"like","reliving",2
"like","royalty",2
"like","s",2
"like","samuel",2
"like","satan",2
"like","scientists",2
"like","she'll",2
"like","shooting",2
"like","shopping",2
"like","silk",2
"like","six",2
"like","skip",2
"like","smoking",2
"like","soccer",2
"like","strangers",2
"like","sun",2
"like","sunshine",2
"like","super",2
"like","sweet",2
"like","take",2
"like","teaching",2
"like","texas",2
"like","texting",2
"like","thats",2
"like","then",2
"like","theres",2
"like","though",2
"like","tits",2
"like","todays",2
"like","tom",2
"like","tony",2
"like","trains",2
"like","turning",2
"like","turquoise",2
"like","twelve",2
"like","twice",2
"like","twins",2
"like","using",2
"like","waiting",2
"like","waves",2
"like","will",2
"like","winter",2
"like","without",2
"like","work",2
"like","wow",2
"like","you'll",2
"like","yu",2
"liked","best",2
"liked","by",2
"liked","last",2
"liked","me",2
"liked","most",2
"liked","seeing",2
"liked","their",2
"liked","those",2
"liked","what",2
"liked","writing",2
"likely","by",2
"likely","do",2
"likely","i",2
"likely","i'll",2
"likely","is",2
"likely","she",2
"likely","still",2
"likely","take",2
"likely","they",2
"likely","want",2
"likely","would",2
"likes","but",2
"likes","his",2
"likes","that",2
"likewise","the",2
"liking","a",2
"liking","all",2
"liking","you",2
"liking","your",2
"lil","boosie",2
"lil","boy",2
"lil","change",2
"lil","girls",2
"lil","homie",2
"lil","mama",2
"lil","man",2
"lil","off",2
"lil","sister",2
"lilly","and",2
"lily","and",2
"lime","and",2
"limit","at",2
"limit","does",2
"limit","our",2
"limit","what",2
"limit","your",2
"limitations","and",2
"limitations","we",2
"limitations","with",2
"limited","access",2
"limited","authority",2
"limited","has",2
"limited","myself",2
"limiting","cases",2
"limitless","potential",2
"limits","and",2
"limits","in",2
"limits","our",2
"limping","from",2
"lincoln","park",2
"linda","and",2
"linda","here",2
"line","along",2
"line","by",2
"line","drawing",2
"line","drawn",2
"line","heading",2
"line","if",2
"line","just",2
"line","or",2
"line","outside",2
"line","so",2
"line","some",2
"line","this",2
"line","will",2
"line","work",2
"linear","progression",2
"linear","thinking",2
"lined","them",2
"linens","and",2
"lines","a",2
"lines","as",2
"lines","between",2
"lines","would",2
"lineup","and",2
"lineup","in",2
"lineup","is",2
"lining","up",2
"lining","with",2
"link","directly",2
"link","it",2
"link","of",2
"link","or",2
"link","so",2
"link","the",2
"link","under",2
"linked","back",2
"linked","up",2
"linked","with",2
"linkedin","profiles",2
"linking","this",2
"links","about",2
"links","above",2
"links","at",2
"links","for",2
"links","from",2
"links","on",2
"links","require",2
"lion","among",2
"lionel","richie",2
"lip","butter",2
"lip","service",2
"lip","sync",2
"lip","tars",2
"lips","against",2
"lips","in",2
"lips","so",2
"lips","will",2
"lips","with",2
"liquid","and",2
"liquid","form",2
"liquid","pearls",2
"liquidation","and",2
"liquor","store",2
"liquor","stores",2
"liquor","to",2
"lisa","has",2
"list","be",2
"list","done",2
"list","had",2
"list","has",2
"list","in",2
"list","includes",2
"list","now",2
"list","tonight",2
"list","will",2
"list","would",2
"list","you",2
"listed","above",2
"listed","separately",2
"listed","some",2
"listed","what",2
"listen","i",2
"listen","i'm",2
"listen","this",2
"listen","too",2
"listen","with",2
"listened","intently",2
"listened","not",2
"listenin'","to",2
"listing","for",2
"lists","a",2
"lists","on",2
"lists","several",2
"lists","to",2
"lists","when",2
"lit","some",2
"litany","of",2
"lite","cartridge",2
"lite","on",2
"lite","or",2
"lite","the",2
"literal","translation",2
"literally","and",2
"literally","as",2
"literally","be",2
"literally","burst",2
"literally","cannot",2
"literally","eat",2
"literally","every",2
"literally","for",2
"literally","get",2
"literally","go",2
"literally","hundreds",2
"literally","laugh",2
"literally","laughed",2
"literally","makes",2
"literally","on",2
"literally","running",2
"literally","sounds",2
"literally","stalking",2
"literally","stopped",2
"literally","went",2
"literary","agent",2
